ano;cod_reg;uf;uf_nome;cod_mun;municipio;pib;pib_p_capta
2019;35;SP ;São Paulo           ;3516804;Gastão Vidigal                                                                                                                  ;73434784;15273.46
2019;35;SP ;São Paulo           ;3516853;Gavião Peixoto                                                                                                                  ;1079183801;225346.38
2019;35;SP ;São Paulo           ;3516903;General Salgado                                                                                                                 ;234630141;21587.10
2019;35;SP ;São Paulo           ;3517000;Getulina                                                                                                                        ;183789066;16109.13
2019;35;SP ;São Paulo           ;3517109;Glicério                                                                                                                        ;107986982;22427.20
2019;35;SP ;São Paulo           ;3517208;Guaiçara                                                                                                                        ;166054047;13646.78
2019;35;SP ;São Paulo           ;3517307;Guaimbê                                                                                                                         ;160071777;27766.14
2019;35;SP ;São Paulo           ;3517406;Guaíra                                   Aglomeração Urbana de Franca                                                           ;3410534948;83612.04
2019;35;SP ;São Paulo           ;3517505;Guapiaçu                                                                                                                        ;622290423;29005.80
2019;35;SP ;São Paulo           ;3517604;Guapiara                                                                                                                        ;332436875;19376.17
2019;35;SP ;São Paulo           ;3517703;Guará                                    Aglomeração Urbana de Franca                                                           ;489158551;23051.77
2019;35;SP ;São Paulo           ;3517802;Guaraçaí                                                                                                                        ;264966748;31835.49
2019;35;SP ;São Paulo           ;3517901;Guaraci                                                                                                                         ;323025425;28872.49
2019;35;SP ;São Paulo           ;3518008;Guarani d'Oeste                                                                                                                 ;34114076;17057.04
2019;35;SP ;São Paulo           ;3518107;Guarantã                                                                                                                        ;150763232;22623.53
2019;35;SP ;São Paulo           ;3518206;Guararapes                                                                                                                      ;977350922;29671.54
2019;35;SP ;São Paulo           ;3518305;Guararema                                Região Metropolitana de São Paulo                                                      ;1439632359;48313.05
2019;35;SP ;São Paulo           ;3518404;Guaratinguetá                            Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;6488615248;53273.58
2019;35;SP ;São Paulo           ;3518503;Guareí                                                                                                                          ;226191620;12213.37
2019;35;SP ;São Paulo           ;3518602;Guariba                                  Região Metropolitana de Ribeirão Preto                                                 ;878924033;21915.57
2019;35;SP ;São Paulo           ;3518701;Guarujá                                  Região Metropolitana da Baixada Santista                                               ;9106598576;28417.36
2019;35;SP ;São Paulo           ;3518800;Guarulhos                                Região Metropolitana de São Paulo                                                      ;65165261621;47249.21
2019;35;SP ;São Paulo           ;3518859;Guatapará                                Região Metropolitana de Ribeirão Preto                                                 ;234272291;30599.83
2019;35;SP ;São Paulo           ;3518909;Guzolândia                                                                                                                      ;70058603;13301.42
2019;35;SP ;São Paulo           ;3519006;Herculândia                                                                                                                     ;278340302;29219.01
2019;35;SP ;São Paulo           ;3519055;Holambra                                 Região Metropolitana de Campinas                                                       ;1006520469;67415.97
2019;35;SP ;São Paulo           ;3519071;Hortolândia                              Região Metropolitana de Campinas                                                       ;14730641601;63810.17
2019;35;SP ;São Paulo           ;3519105;Iacanga                                                                                                                         ;460973069;39365.76
2019;35;SP ;São Paulo           ;3519204;Iacri                                                                                                                           ;167645810;26522.04
2019;35;SP ;São Paulo           ;3519253;Iaras                                                                                                                           ;144447297;15632.82
2019;35;SP ;São Paulo           ;3519303;Ibaté                                                                                                                           ;763048828;21736.81
2019;35;SP ;São Paulo           ;3519402;Ibirá                                                                                                                           ;244950654;19765.24
2019;35;SP ;São Paulo           ;3519501;Ibirarema                                                                                                                       ;170343445;21971.29
2019;35;SP ;São Paulo           ;3519600;Ibitinga                                                                                                                        ;1497194813;24939.53
2019;35;SP ;São Paulo           ;3519709;Ibiúna                                   Região Metropolitana de Sorocaba                                                       ;1845191492;23392.98
2019;35;SP ;São Paulo           ;3519808;Icém                                                                                                                            ;173765682;21080.39
2019;35;SP ;São Paulo           ;3519907;Iepê                                                                                                                            ;250827425;30742.42
2019;35;SP ;São Paulo           ;3520004;Igaraçu do Tietê                                                                                                                ;326750169;13242.69
2019;35;SP ;São Paulo           ;3520103;Igarapava                                Aglomeração Urbana de Franca                                                           ;1210194640;39767.17
2019;35;SP ;São Paulo           ;3520202;Igaratá                                  Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;209302991;21953.32
2019;35;SP ;São Paulo           ;3520301;Iguape                                                                                                                          ;1256136976;40708.33
2019;35;SP ;São Paulo           ;3520400;Ilhabela                                 Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;14967867135;428020.22
2019;35;SP ;São Paulo           ;3520426;Ilha Comprida                                                                                                                   ;1045474680;93630.19
2019;35;SP ;São Paulo           ;3520442;Ilha Solteira                                                                                                                   ;649512587;24339.08
2019;35;SP ;São Paulo           ;3520509;Indaiatuba                               Região Metropolitana de Campinas                                                       ;16730487268;66489.24
2019;35;SP ;São Paulo           ;3520608;Indiana                                                                                                                         ;64988386;13303.66
2019;35;SP ;São Paulo           ;3520707;Indiaporã                                                                                                                       ;91297032;23427.52
2019;35;SP ;São Paulo           ;3520806;Inúbia Paulista                                                                                                                 ;134511170;33703.63
2019;35;SP ;São Paulo           ;3520905;Ipaussu                                                                                                                         ;338517329;22611.54
2019;35;SP ;São Paulo           ;3521002;Iperó                                    Região Metropolitana de Sorocaba                                                       ;684149339;18424.29
2019;35;SP ;São Paulo           ;3521101;Ipeúna                                   Aglomeração Urbana de Piracicaba-AU- Piracicaba                                        ;474779530;62918.04
2019;35;SP ;São Paulo           ;3521150;Ipiguá                                                                                                                          ;105587010;19582.16
2019;35;SP ;São Paulo           ;3521200;Iporanga                                                                                                                        ;58005230;13751.83
2019;35;SP ;São Paulo           ;3521309;Ipuã                                     Aglomeração Urbana de Franca                                                           ;367929654;22422.43
2019;35;SP ;São Paulo           ;3521408;Iracemápolis                             Aglomeração Urbana de Piracicaba-AU- Piracicaba                                        ;6940522695;286384.27
2019;35;SP ;São Paulo           ;3521507;Irapuã                                                                                                                          ;160648261;20098.62
2019;35;SP ;São Paulo           ;3521606;Irapuru                                                                                                                         ;95959776;11569.78
2019;35;SP ;São Paulo           ;3521705;Itaberá                                                                                                                         ;592345696;33740.36
2019;35;SP ;São Paulo           ;3521804;Itaí                                                                                                                            ;700364551;25819.89
2019;35;SP ;São Paulo           ;3521903;Itajobi                                                                                                                         ;612083796;40105.08
2019;35;SP ;São Paulo           ;3522000;Itaju                                                                                                                           ;97561568;25439.78
2019;35;SP ;São Paulo           ;3522109;Itanhaém                                 Região Metropolitana da Baixada Santista                                               ;2037482194;20011.41
2019;35;SP ;São Paulo           ;3522158;Itaoca                                                                                                                          ;42329676;12719.25
2019;35;SP ;São Paulo           ;3522208;Itapecerica da Serra                     Região Metropolitana de São Paulo                                                      ;3880078433;22084.42
2019;35;SP ;São Paulo           ;3522307;Itapetininga                             Região Metropolitana de Sorocaba                                                       ;4897885536;29883.19
2019;35;SP ;São Paulo           ;3522406;Itapeva                                                                                                                         ;2908262010;30822.88
2019;35;SP ;São Paulo           ;3522505;Itapevi                                  Região Metropolitana de São Paulo                                                      ;12045014646;50673.18
2019;35;SP ;São Paulo           ;3522604;Itapira                                                                                                                         ;3821485311;51107.82
2019;35;SP ;São Paulo           ;3522653;Itapirapuã Paulista                                                                                                             ;45808964;10801.45
2019;35;SP ;São Paulo           ;3522703;Itápolis                                                                                                                        ;1315054108;30497.54
2019;35;SP ;São Paulo           ;3522802;Itaporanga                                                                                                                      ;297303906;19625.32
2019;35;SP ;São Paulo           ;3522901;Itapuí                                                                                                                          ;612606141;43782.60
2019;35;SP ;São Paulo           ;3523008;Itapura                                                                                                                         ;95421391;19449.94
2019;35;SP ;São Paulo           ;3523107;Itaquaquecetuba                          Região Metropolitana de São Paulo                                                      ;7658778343;20653.57
2019;35;SP ;São Paulo           ;3523206;Itararé                                                                                                                         ;944884729;18709.48
2019;35;SP ;São Paulo           ;3523305;Itariri                                                                                                                         ;326896328;18748.36
2019;35;SP ;São Paulo           ;3523404;Itatiba                                  Região Metropolitana de Campinas                                                       ;6371895416;52722.16
2019;35;SP ;São Paulo           ;3523503;Itatinga                                                                                                                        ;401313278;19389.93
2019;35;SP ;São Paulo           ;3523602;Itirapina                                                                                                                       ;716912072;39484.06
2019;35;SP ;São Paulo           ;3523701;Itirapuã                                 Aglomeração Urbana de Franca                                                           ;103238404;15885.28
2019;35;SP ;São Paulo           ;3523800;Itobi                                                                                                                           ;138487868;17662.02
2019;35;SP ;São Paulo           ;3523909;Itu                                      Região Metropolitana de Sorocaba                                                       ;8242038385;47384.65
2019;35;SP ;São Paulo           ;3524006;Itupeva                                  Aglomeração Urbana de Jundiaí                                                          ;7382285334;120523.17
2019;35;SP ;São Paulo           ;3524105;Ituverava                                Aglomeração Urbana de Franca                                                           ;1593256913;38094.32
2019;35;SP ;São Paulo           ;3524204;Jaborandi                                                                                                                       ;137505313;19844.90
2019;35;SP ;São Paulo           ;3524303;Jaboticabal                              Região Metropolitana de Ribeirão Preto                                                 ;2942385574;38082.72
2019;35;SP ;São Paulo           ;3524402;Jacareí                                  Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;13361647833;57183.66
2019;35;SP ;São Paulo           ;3524501;Jaci                                                                                                                            ;447241438;63285.90
2019;35;SP ;São Paulo           ;3524600;Jacupiranga                                                                                                                     ;509510434;28518.44
2019;35;SP ;São Paulo           ;3524709;Jaguariúna                               Região Metropolitana de Campinas                                                       ;12348795526;214806.49
2019;35;SP ;São Paulo           ;3524808;Jales                                                                                                                           ;1619431201;32977.60
2019;35;SP ;São Paulo           ;3524907;Jambeiro                                 Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;254628459;38568.38
2019;35;SP ;São Paulo           ;3525003;Jandira                                  Região Metropolitana de São Paulo                                                      ;4159697735;33294.36
2019;35;SP ;São Paulo           ;3525102;Jardinópolis                             Região Metropolitana de Ribeirão Preto                                                 ;1207733231;27213.46
2019;35;SP ;São Paulo           ;3525201;Jarinu                                   Aglomeração Urbana de Jundiaí                                                          ;2525545512;84061.56
2019;35;SP ;São Paulo           ;3525300;Jaú                                                                                                                             ;4903683580;32636.39
2019;35;SP ;São Paulo           ;3525409;Jeriquara                                Aglomeração Urbana de Franca                                                           ;103672344;32818.09
2019;35;SP ;São Paulo           ;3525508;Joanópolis                                                                                                                      ;213334725;16137.27
2019;35;SP ;São Paulo           ;3525607;João Ramalho                                                                                                                    ;127091836;28099.01
2019;35;SP ;São Paulo           ;3525706;José Bonifácio                                                                                                                  ;1262897426;34118.53
2019;35;SP ;São Paulo           ;3525805;Júlio Mesquita                                                                                                                  ;53659340;11235.21
2019;35;SP ;São Paulo           ;3525854;Jumirim                                  Região Metropolitana de Sorocaba                                                       ;123159638;36578.45
2019;35;SP ;São Paulo           ;3525904;Jundiaí                                  Aglomeração Urbana de Jundiaí                                                          ;46952323247;112068.21
2019;35;SP ;São Paulo           ;3526001;Junqueirópolis                                                                                                                  ;592800187;28666.77
2019;35;SP ;São Paulo           ;3526100;Juquiá                                                                                                                          ;346828714;18436.57
2019;35;SP ;São Paulo           ;3526209;Juquitiba                                Região Metropolitana de São Paulo                                                      ;544350986;17311.76
2019;35;SP ;São Paulo           ;3526308;Lagoinha                                 Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;61902812;12643.55
2019;35;SP ;São Paulo           ;3526407;Laranjal Paulista                        Aglomeração Urbana de Piracicaba-AU- Piracicaba                                        ;1149563408;40312.93
2019;35;SP ;São Paulo           ;3526506;Lavínia                                                                                                                         ;155478847;12978.20
2019;35;SP ;São Paulo           ;3526605;Lavrinhas                                Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;103393739;14241.56
2019;35;SP ;São Paulo           ;3526704;Leme                                     Aglomeração Urbana de Piracicaba-AU- Piracicaba                                        ;3388715699;32775.73
2019;35;SP ;São Paulo           ;3526803;Lençóis Paulista                                                                                                                ;3074027515;44920.91
2019;35;SP ;São Paulo           ;3526902;Limeira                                  Aglomeração Urbana de Piracicaba-AU- Piracicaba                                        ;13785897088;45035.17
2019;35;SP ;São Paulo           ;3527009;Lindóia                                                                                                                         ;185637018;23262.78
2019;35;SP ;São Paulo           ;3527108;Lins                                                                                                                            ;5382602030;68996.22
2019;35;SP ;São Paulo           ;3527207;Lorena                                   Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;2839019596;32004.82
2019;35;SP ;São Paulo           ;3527256;Lourdes                                                                                                                         ;35100674;15334.50
2019;35;SP ;São Paulo           ;3527306;Louveira                                 Aglomeração Urbana de Jundiaí                                                          ;16064221354;328612.49
2019;35;SP ;São Paulo           ;3527405;Lucélia                                                                                                                         ;402291145;18498.70
2019;35;SP ;São Paulo           ;3527504;Lucianópolis                                                                                                                    ;53931964;22527.97
2019;35;SP ;São Paulo           ;3527603;Luís Antônio                             Região Metropolitana de Ribeirão Preto                                                 ;1386495354;92760.78
2019;35;SP ;São Paulo           ;3527702;Luiziânia                                                                                                                       ;75909241;13110.40
2019;35;SP ;São Paulo           ;3527801;Lupércio                                                                                                                        ;73373052;16006.34
2019;35;SP ;São Paulo           ;3527900;Lutécia                                                                                                                         ;73293541;27668.38
2019;35;SP ;São Paulo           ;3528007;Macatuba                                                                                                                        ;643600999;37499.33
2019;35;SP ;São Paulo           ;3528106;Macaubal                                                                                                                        ;170372152;20981.79
2019;35;SP ;São Paulo           ;3528205;Macedônia                                                                                                                       ;75292461;20360.32
2019;35;SP ;São Paulo           ;3528304;Magda                                                                                                                           ;95433453;30597.45
2019;35;SP ;São Paulo           ;3528403;Mairinque                                Região Metropolitana de Sorocaba                                                       ;1712055347;36310.82
2019;35;SP ;São Paulo           ;3528502;Mairiporã                                Região Metropolitana de São Paulo                                                      ;1848986583;18456.83
2019;35;SP ;São Paulo           ;3528601;Manduri                                                                                                                         ;223642032;22714.00
2019;35;SP ;São Paulo           ;3528700;Marabá Paulista                                                                                                                 ;105106076;17957.64
2019;35;SP ;São Paulo           ;3528809;Maracaí                                                                                                                         ;395839362;28270.20
2019;35;SP ;São Paulo           ;3528858;Marapoama                                                                                                                       ;175459829;57888.43
2019;35;SP ;São Paulo           ;3528908;Mariápolis                                                                                                                      ;57605846;14105.25
2019;35;SP ;São Paulo           ;3529005;Marília                                                                                                                         ;8384437013;35098.66
2019;35;SP ;São Paulo           ;3529104;Marinópolis                                                                                                                     ;37761301;17879.40
2019;35;SP ;São Paulo           ;3529203;Martinópolis                                                                                                                    ;484080525;18294.11
2019;35;SP ;São Paulo           ;3529302;Matão                                                                                                                           ;3960216744;47615.93
2019;35;SP ;São Paulo           ;3529401;Mauá                                     Região Metropolitana de São Paulo                                                      ;16282604678;34430.52
2019;35;SP ;São Paulo           ;3529500;Mendonça                                                                                                                        ;178084763;32438.03
2019;35;SP ;São Paulo           ;3529609;Meridiano                                                                                                                       ;232814938;60692.11
2019;35;SP ;São Paulo           ;3529658;Mesópolis                                                                                                                       ;60146147;31523.14
2019;35;SP ;São Paulo           ;3529708;Miguelópolis                             Aglomeração Urbana de Franca                                                           ;1038851352;46740.36
2019;35;SP ;São Paulo           ;3529807;Mineiros do Tietê                                                                                                               ;175902858;13627.43
2019;35;SP ;São Paulo           ;3529906;Miracatu                                                                                                                        ;414422637;20952.66
2019;35;SP ;São Paulo           ;3530003;Mira Estrela                                                                                                                    ;67425394;21848.80
2019;35;SP ;São Paulo           ;3530102;Mirandópolis                                                                                                                    ;613340887;20746.21
2019;35;SP ;São Paulo           ;3530201;Mirante do Paranapanema                                                                                                         ;367271093;20114.52
2019;35;SP ;São Paulo           ;3530300;Mirassol                                                                                                                        ;1922851132;32141.80
2019;35;SP ;São Paulo           ;3530409;Mirassolândia                                                                                                                   ;172708595;35456.50
2019;35;SP ;São Paulo           ;3530508;Mococa                                   Região Metropolitana de Ribeirão Preto                                                 ;2157856063;31325.49
2019;35;SP ;São Paulo           ;3530607;Mogi das Cruzes                          Região Metropolitana de São Paulo                                                      ;16220410121;36381.52
2019;35;SP ;São Paulo           ;3530706;Mogi Guaçu                                                                                                                      ;5741724678;37802.36
2019;35;SP ;São Paulo           ;3530805;Mogi Mirim                                                                                                                      ;4704433704;50482.71
2019;35;SP ;São Paulo           ;3530904;Mombuca                                  Aglomeração Urbana de Piracicaba-AU- Piracicaba                                        ;99427531;28464.80
2019;35;SP ;São Paulo           ;3531001;Monções                                                                                                                         ;54632305;24184.29
2019;35;SP ;São Paulo           ;3531100;Mongaguá                                 Região Metropolitana da Baixada Santista                                               ;1115700564;19676.56
2019;35;SP ;São Paulo           ;3531209;Monte Alegre do Sul                                                                                                             ;192424278;23939.32
2019;35;SP ;São Paulo           ;3531308;Monte Alto                               Região Metropolitana de Ribeirão Preto                                                 ;1934162703;38301.77
2019;35;SP ;São Paulo           ;3531407;Monte Aprazível                                                                                                                 ;610622712;24340.20
2019;35;SP ;São Paulo           ;3531506;Monte Azul Paulista                                                                                                             ;565439175;29747.43
2019;35;SP ;São Paulo           ;3531605;Monte Castelo                                                                                                                   ;97433294;23387.73
2019;35;SP ;São Paulo           ;3531704;Monteiro Lobato                          Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;65120049;13995.28
2019;35;SP ;São Paulo           ;3531803;Monte Mor                                Região Metropolitana de Campinas                                                       ;3473460268;58111.83
2019;35;SP ;São Paulo           ;3531902;Morro Agudo                              Região Metropolitana de Ribeirão Preto                                                 ;948108224;28758.44
2019;35;SP ;São Paulo           ;3532009;Morungaba                                Região Metropolitana de Campinas                                                       ;507150642;37230.26
2019;35;SP ;São Paulo           ;3532058;Motuca                                                                                                                          ;87928423;18480.12
2019;35;SP ;São Paulo           ;3532108;Murutinga do Sul                                                                                                                ;72329445;16123.37
2019;35;SP ;São Paulo           ;3532157;Nantes                                                                                                                          ;108801561;34639.15
2019;35;SP ;São Paulo           ;3532207;Narandiba                                                                                                                       ;151576171;31207.78
2019;35;SP ;São Paulo           ;3532306;Natividade da Serra                      Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;73591724;11048.15
2019;35;SP ;São Paulo           ;3532405;Nazaré Paulista                                                                                                                 ;366607222;19790.93
2019;35;SP ;São Paulo           ;3532504;Neves Paulista                                                                                                                  ;218340011;24450.17
2019;35;SP ;São Paulo           ;3532603;Nhandeara                                                                                                                       ;303775437;26465.89
2019;35;SP ;São Paulo           ;3532702;Nipoã                                                                                                                           ;90117094;17286.99
2019;35;SP ;São Paulo           ;3532801;Nova Aliança                                                                                                                    ;149603056;21454.62
2019;35;SP ;São Paulo           ;3532827;Nova Campina                                                                                                                    ;125451109;12860.19
2019;35;SP ;São Paulo           ;3532843;Nova Canaã Paulista                                                                                                             ;38413222;20421.70
2019;35;SP ;São Paulo           ;3532868;Nova Castilho                                                                                                                   ;46051094;36346.56
2019;35;SP ;São Paulo           ;3532900;Nova Europa                                                                                                                     ;214085837;19138.73
2019;35;SP ;São Paulo           ;3533007;Nova Granada                                                                                                                    ;433698403;20172.02
2019;35;SP ;São Paulo           ;3533106;Nova Guataporanga                                                                                                               ;33272970;14366.57
2019;35;SP ;São Paulo           ;3533205;Nova Independência                                                                                                              ;139044666;35032.67
2019;35;SP ;São Paulo           ;3533254;Novais                                                                                                                          ;64931180;11137.42
2019;35;SP ;São Paulo           ;3533304;Nova Luzitânia                                                                                                                  ;46266310;11281.71
2019;35;SP ;São Paulo           ;3533403;Nova Odessa                              Região Metropolitana de Campinas                                                       ;3877548570;64438.94
2019;35;SP ;São Paulo           ;3533502;Novo Horizonte                                                                                                                  ;1157407907;28193.70
2019;35;SP ;São Paulo           ;3533601;Nuporanga                                Região Metropolitana de Ribeirão Preto                                                 ;406265402;54664.34
2019;35;SP ;São Paulo           ;3533700;Ocauçu                                                                                                                          ;107186198;24990.95
2019;35;SP ;São Paulo           ;3533809;Óleo                                                                                                                            ;93440216;37435.98
2019;35;SP ;São Paulo           ;3533908;Olímpia                                                                                                                         ;2111968640;38559.28
2019;35;SP ;São Paulo           ;3534005;Onda Verde                                                                                                                      ;162566056;37107.07
2019;35;SP ;São Paulo           ;3534104;Oriente                                                                                                                         ;101196978;15532.92
2019;35;SP ;São Paulo           ;3534203;Orindiúva                                                                                                                       ;305274994;43203.37
2019;35;SP ;São Paulo           ;3534302;Orlândia                                 Região Metropolitana de Ribeirão Preto                                                 ;1738396097;39483.88
2019;35;SP ;São Paulo           ;3534401;Osasco                                   Região Metropolitana de São Paulo                                                      ;81923606463;117298.82
2019;35;SP ;São Paulo           ;3534500;Oscar Bressane                                                                                                                  ;89796427;34497.28
2019;35;SP ;São Paulo           ;3534609;Osvaldo Cruz                                                                                                                    ;813103996;24730.19
2019;35;SP ;São Paulo           ;3534708;Ourinhos                                                                                                                        ;3309868611;29151.05
2019;35;SP ;São Paulo           ;3534757;Ouroeste                                                                                                                        ;381786956;36848.47
2019;35;SP ;São Paulo           ;3534807;Ouro Verde                                                                                                                      ;116343010;13588.30
2019;35;SP ;São Paulo           ;3534906;Pacaembu                                                                                                                        ;282332444;19886.77
2019;35;SP ;São Paulo           ;3535002;Palestina                                                                                                                       ;324538203;25047.33
2019;35;SP ;São Paulo           ;3535101;Palmares Paulista                                                                                                               ;123026868;9267.56
2019;35;SP ;São Paulo           ;3535200;Palmeira d'Oeste                                                                                                                ;184988476;19927.66
2019;35;SP ;São Paulo           ;3535309;Palmital                                                                                                                        ;676715168;30453.86
2019;35;SP ;São Paulo           ;3535408;Panorama                                                                                                                        ;274773556;17416.08
2019;35;SP ;São Paulo           ;3535507;Paraguaçu Paulista                                                                                                              ;1551856794;33955.25
2019;35;SP ;São Paulo           ;3535606;Paraibuna                                Região Metropolitana do Vale do Paraíba e Litoral Norte                                ;296199870;16255.07
2019;35;SP ;São Paulo           ;3535705;Paraíso                                                                                                                         ;186932746;28963.86
2019;35;SP ;São Paulo           ;3535804;Paranapanema                                                                                                                    ;761517057;37704.46
2019;35;SP ;São Paulo           ;3535903;Paranapuã                                                                                                                       ;128313609;31464.84
2019;35;SP ;São Paulo           ;3536000;Parapuã                                                                                                                         ;342892294;31274.38
2019;35;SP ;São Paulo           ;3536109;Pardinho                                                                                                                        ;271809602;42239.25
2019;35;SP ;São Paulo           ;3536208;Pariquera-Açu                                                                                                                   ;530098172;26979.75
2019;35;SP ;São Paulo           ;3536257;Parisi                                                                                                                          ;94479731;43720.38
2019;35;SP ;São Paulo           ;3536307;Patrocínio Paulista                      Aglomeração Urbana de Franca                                                           ;702597308;47893.48
2019;35;SP ;São Paulo           ;3536406;Paulicéia                                                                                                                       ;160715642;21818.58
2019;35;SP ;São Paulo           ;3536505;Paulínia                                 Região Metropolitana de Campinas                                                       ;37374075520;341552.82
2019;35;SP ;São Paulo           ;3536570;Paulistânia                                                                                                                     ;36099446;19694.19
2019;35;SP ;São Paulo           ;3536604;Paulo de Faria                                                                                                                  ;219759847;24567.90
2019;35;SP ;São Paulo           ;3536703;Pederneiras                                                                                                                     ;2051327734;43937.88
2019;35;SP ;São Paulo           ;3536802;Pedra Bela                                                                                                                      ;92566773;15192.31
2019;35;SP ;São Paulo           ;3536901;Pedranópolis                                                                                                                    ;62888337;25215.85
2019;35;SP ;São Paulo           ;3537008;Pedregulho                               Aglomeração Urbana de Franca                                                           ;1058055532;63190.13
2019;35;SP ;São Paulo           ;3537107;Pedreira                                 Região Metropolitana de Campinas                                                       ;1264211916;26382.27
2019;35;SP ;São Paulo           ;3537156;Pedrinhas Paulista                                                                                                              ;130786613;42284.71
2019;35;SP ;São Paulo           ;3537206;Pedro de Toledo                                                                                                                 ;152682065;13474.72
2019;35;SP ;São Paulo           ;3537305;Penápolis                                                                                                                       ;1614791613;25467.09
2019;35;SP ;São Paulo           ;3537404;Pereira Barreto                                                                                                                 ;767022666;29881.28
2019;35;SP ;São Paulo           ;3537503;Pereiras                                                                                                                        ;197698553;22807.86
2019;35;SP ;São Paulo           ;3537602;Peruíbe                                  Região Metropolitana da Baixada Santista                                               ;1666395976;24403.90
2019;35;SP ;São Paulo           ;3537701;Piacatu                                                                                                                         ;95881931;16033.77
2019;35;SP ;São Paulo           ;3537800;Piedade                                  Região Metropolitana de Sorocaba                                                       ;1293221963;23365.29
2019;35;SP ;São Paulo           ;3537909;Pilar do Sul                             Região Metropolitana de Sorocaba                                                       ;743934036;25490.29
